"date","content","sentiment"
"2024-09-03","Bank Mandiri (BMRI) Ceritakan Kisah Sukses Transformasi Digital di Indonesia-Africa Forum 2024",0
"2024-09-03","Bank Mandiri (BMRI) Serahkan Bantuan le Basarnas dan Bentuk Tim Emergency Response http://dlvr.it/TClCzG",0
"2024-09-03","Bank Mandiri (BMRI) Bertahap Terapkan Teknologi AI https://bisnisindonesia.id/article/bank-mandiri-bmri-bertahap-terapkan-teknologi-ai?utm_source=dlvr.it&utm_medium=twitter…",0
"2024-09-03","Halo! Untuk belajar mungkin bisa coba untuk perhatikan saham dengan market cap besar terlebih dahulu.

Pada umumnya, pergerakannya tidak se volatil saham-saham small caps.

Beberapa contoh : $BBCA $BBRI $BBNI $BMRI atau mungkin indeks $IHSG terlebih dahulu.",0
"2024-09-03","IHSG Dibuka ke Zona Hijau, Saham BMRI-BBNI Menguat",0
"2024-09-03","Bos Bank Mandiri (BMRI) Ungkap Kekuatan Kecerdasan Buatan (AI) untuk Segmen Ritel",0
"2024-09-03","10 Saham Paling Besar Diborong Investor Asing, Saham BMRI Teratas",0
"2024-09-03","Trading Idea (03/09/2024)

 WIKA, PTPP, ADHI, BBRI, PNLF, BREN

IHSG Technical View
IHSG ditutup naik 0.31% kemarin, dan masih disertai dengan net buy asing ~1.23 Tr. Saham yang paling banyak dibeli asing adalah BMRI, BBRI, TLKM, ADRO, dan BREN.",1
"2024-09-04","Bank Mandiri Bagikan Kisah Sukses Transformasi Digital di Gelaran Indonesia-Africa Forum (IAF) 2024

#bankmandiri #bmri #indonesiaafricaforum",1
"2024-09-04","Saham BREN dan BMRI Melesat, IHSG Ditutup Menguat 0,74%",1
"2024-09-04","Pilah-Pilih Saham Royal Dividen, ADRO, ITMG, hingga BMRI Menarik Dikoleksi?",1
"2024-09-04","dibandingkan Bank BUMN yg LQ45, ARTO emg paling enk buat short swing, klo BMRI BBCA mana bs seenak itu pattern nya

beda klo invest yah",0
"2024-09-05","Alhamdulillah, terima kasih untuk reward terakhirmu BMRI semoga sehat sehat dan tetap jaya selalu",0
"2024-09-05","Cek Target Harga Saham BMRI, BIRD, BBKP, dan BRIS Buat Investasi",0
"2024-09-05","Stock Picks
5 September 2024

BMRI 
Spec Buy dengan support 7050,
cut loss jika break di bawah 6925. 
Jika tidak break di bawah 7050, 
potensi naik ke 7300-7425 short term.

#cgsid #stockpicks #investasi
Disclaimer: http://bit.ly/cgsiid-disclaimer…",1
"2024-09-05","Trading Idea (05/09/2024)

 NCKL, WIKA, BREN, ASII, CPIN, TINS

IHSG Technical View
IHSG ditutup naik 0.74% kemarin, dan masih disertai dengan net buy asing ~152 Miliar. Saham yang paling banyak dibeli asing adalah BBCA, BREN, BMRI, BBNI dan ISAT.",1
"2024-09-06","Bank Mandiri (BMRI) Kolaborasi Model ESG untuk Green Financing",0
"2024-09-06","Kredit Komersial Bank Mandiri (BMRI) Tumbuh 23,6% per Juli 2024 https://investor.id/finance/372676/kredit-komersial-bank-mandiri-bmri-tumbuh-236-perjuli-2024?utm_source=dlvr.it&utm_medium=twitter… #InvestorDaily #investasi #Saham",0
"2024-09-06","Rekomendasi Saham BMRI, JP Morgan Prediksi Bisa Capai Rp8.000",0
"2024-09-06","PT Bank Mandiri (Persero) Tbk (BMRI), menyambut baik rencana penambahan kuota FLPP sebanyak 34.000 unit itu.",0
"2024-09-06","Salurkan Pembiayaan Rp145 Miliar, Mandiri (BMRI) Biayai Dua Kapal Patroli TNI AL",0
"2024-09-06","Trading Idea (06/09/2024)

 ADRO, BREN, TLKM, ASII, PTRO, PGAS

IHSG Technical View
IHSG ditutup naik 0.11% kemarin, dan masih disertai dengan net buy asing ~585 Miliar. Saham yang paling banyak dibeli asing adalah BBNI, BMRI, INDF, BBCA, dan BBRI.",1
"2024-09-07","Adu Kuat Anak Usaha BBCA, BMRI, BNGA dan BMDN Pacu Kredit Kendaraan",1
"2024-09-07","Saham BBRI, BBNI, BMRI Banyak Diborong Investor Asing dalam Sepekan http://dlvr.it/TCxHq4",0
"2024-09-07","Saham BMRI, BREN, hingga ADRO Masuk Buruan Asing Sepekan",0
"2024-09-07","Era suku bunga rendah umumnya akan baik untuk hampir keseluruhan ekonomi, tapi berikut yang menurut kami akan outperform.

- Property
- Big Bank $BBCA $BBRI $BMRI
- Tech Stocks US",0
"2024-09-08","Trading Idea (09/09/2024)

 KPIG, ADRO, ITMG, UNTR, BRIS, SSIA

IHSG Technical View
IHSG ditutup naik 0.11% kemarin, dan masih disertai dengan net buy asing ~585 Miliar. Saham yang paling banyak dibeli asing adalah BBNI, BMRI, INDF, BBCA, dan BBRI.",1
"2024-09-09","View IHSG 8.000 Dividen HeatMap JP Morgan State Street Suku Bunga BI jelang data Inflasi AS (11 Sept).

#ctasaham
#saham
#idx
#ihsg
#BBCA 
#BMRI
#BBRI
#BREN
#TPIA
#JPMorgan
#Statestreet
#bankindonesia
#thefed
#sukubunga
#heatmap
#dividen
#tradingsaham
#tradersaham",1
"2024-09-09","All big banks diakum, mantap jiwa 

Corkcicle gratis buat kamu 
https://bit.ly/BluechipBagiCorkcicle…

#BBCA #BBRI #BBNI #BREN #BMRI #ANTM #BRIS #NISP #AKRA #CUAN #infosaham #pasarmodal #sahampemula #ciptadana #bluechip #saham #investasi",1
"2024-09-09","Sederet Bentuk Dukungan Bank Mandiri (BMRI) untuk Olahraga Indonesia",0
"2024-09-09","Sepekan Perdagangan Saham: IHSG Menguat, Asing Borong BMRI",0
"2024-09-09","Kiwoom Sekuritas Jagokan Saham AMRT, BMRI, ERAL dan TLKM Awal Pekan Ini (9/9/2024)",0
"2024-09-09","Trading Plan saham BMRI LSIP dan INDF

Siapa tahu masih kasih cuan 

Cari saham terbaik hari ini, pakai Signal, Screener & Trading Idea dari SAHAMOLOGY Download sekarang https://cutt.ly/SahamologyApp",1
"2024-09-10","Wow #BRIS dan #NISP double digit pertumbuhan labanya, kamu tim yang mana?

Siapa yang mau Tumblr kece Corkcicle gratis? Kuy check this out 
https://bit.ly/BluechipBagiCorkcicle…

#BBRI #BBCA #BMRI #BBNI #BNGA #BNLI #BDMN #BBTN #saham #pasarmodal #ciptadana #bluechip #ihsg #infosaham",0
"2024-09-10","Siap Mendunia, Bank Mandiri (BMRI) Perluas Akses Livin’ di Turki",0
"2024-09-10","IHSG Sesi I Menguat ke Level 7.731, Saham BBRI, BREN & BMRI Paling Laris",0
"2024-09-10","mau beli saham bank, bagusnya bbri bbca atau bmri",1
"2024-09-10","Trading Idea (10/09/2024)

 AKRA, MDKA, BBRI, BBYB, BREN, WIKA

IHSG Technical View
IHSG ditutup turun 0.25% kemarin, tapi masih disertai dengan net buy asing ~423 Miliar. Saham yang paling banyak dibeli asing adalah BBNI, ADRO, BMRI, BBCA dan BRIS.",-1
"2024-09-10","Kemaren pas terima psp, niat sebagian buat beli BMRI lagi tapi malah kepake buat beli tiket konser adalah sebuah sikap 

Keputusan finansial yg tidak benar tp yaudahlah ya ges, saham BMRI tidak kemana, tp kapan lagi idolmu ke sini?",0
"2024-09-11","VIEW 20 SAHAM JELANG DATA INFLASI AS.
 
#ADRO #ANTM #ASII #BBCA #BBNI #BBRI #BMRI #BREN #BRPT #BSDE #MDKA #MEDC #PANI #PGAS #PTBA #SMGR #TLKM #TPIA #UNTR

#ctasaham
#saham
#IDX
#IHSG
#analisateknikal 
#tradingsaham
#tradersaham
#rekomendasisaham
#workshopctasaham
#investingcom",0
"2024-09-11","Inpo BMRI Om. Lanjut naik apa saatnya TP ",1
"2024-09-11","Sp 12/9 : 1. Bmri. 2. Pnin adro.",0
"2024-09-11","Bank Mandiri (BMRI) Bidik Sektor UMKM, Lakukan Inovasi Ini",0
"2024-09-11","Jawabannya ya gak juga, jika masuknya di saham big bank kayak $BBCA $BBRI $BMRI $BBNI sih aman. Tapi bisa jadi blunder kalo masuknya saham yang secara bisnis lagi tertekan atau sunset akibat kebijakan pemerintah dan kondisi industri, seperti UNVR, HMSP, GGRM, SMGR.",1
"2024-09-11","BMRI + BNGA masing-masing 5 lot dulu",0
"2024-09-11","Mudah dan Terjangkau, Bank Mandiri (BMRI) Sekarang Tawarkan Properti Lelang di Rumah123",1
"2024-09-11","Sell BMRI dan tambah porsi di BBRI. Apakah ini adalah pilihan yg tepat? Huhuhu gmn ini ya, aku baru mulai bisnis yg butuh modal diawal dan aku masukin saham semua  tapi klo gak gitu aku gak bisa modalin bisnis aku 

Beginilah nasib rakyat pas-pasan. Susah gerak!",0
"2024-09-11","Saham BMRI ga kemana tp gainnya bisa beli tiket konser.

Well said, but I still chose to buy ticket concert rather than BMRI ",0
"2024-09-12","Hindari saham bumn pokoknya, bmri bbni pengecualian",0
"2024-09-12","Kemarin abis liat data inflasi US yang ini 
https://link.bicolink.net/vil
Good Newsnya inflasi YoYnya turun dari 2.9 ke 2.5
yang dimana data inflasi YoY inilah yang dipakai The Feed untuk pemangkasan suku bunga.
So, gimana nih buat saham big banks seperti BBRI, BBCA, BMRI dan BNNI?",-1
"2024-09-12","Bank Mandiri (BMRI) Dinobatkan Jadi Best Bank in Indonesia di 2024 versi Euromoney",0
"2024-09-12","Shm! ada uang dingin 10jt,taruh saham mana ya buat jangka pnjg?udh punya bbca&bmri,kalo taruh 2 saham itu,masuk harga brpa?",0
"2024-09-12","Kinerja Indeks Bisnis-27: Saham Boy Thohir ADRO Terbang Tinggi, BBRI Hingga BMRI Keok",0
"2024-09-12","Sudah punya $BMRI dung ",0
"2024-09-12","Trading Idea (12/09/2024)

 MEDC, INCO, MDKA, JSMR, UNTR, BFIN

IHSG Technical View
IHSG ditutup turun 0.01% kemarin, tapi masih disertai dengan net buy asing ~85 Miliar. Saham yang paling banyak dibeli asing adalah BMRI, BBCA, BRIS, BREN dan BBNI.",-1
"2024-09-13","Bank Mandiri (BMRI) Masuk Peringkat Majalah TIME Berkat Tegas Terapkan Prinsip ESG",0
"2024-09-13","Wah, Selasa besok kita serok BMRI

#KebocoranDataMandiri 
#TangkapJokowi 
#FufufafaBocilPsikopat",0
"2024-09-13","Transaksi Digital Bank Mandiri (BMRI) Terkerek Pencinta Bruno Mars https://bisnisindonesia.id/article/transaksi-digital-bank-mandiri-bmri-terkerek-pencinta-bruno-mars?utm_source=dlvr.it&utm_medium=twitter…",0
"2024-09-13","Jadi Andalan Nasabah Beli Tiket Konser, Livin' by Mandiri (BMRI) Kini Punya 27 Juta Pengguna",0
"2024-09-13","Bank Mandiri (BMRI) Kuasai Seperlima Pasar Kredit di Indonesia",0
"2024-09-14","Harga saham #BMRI sudah naik sekitar 10% dari analisa sebelumnya yg ada di page trakteer wavetiga",1
"2024-09-14","Bisa naik sampai berapa dan apakah sinyal perlawanan naik ini bisa melanjutkan lagi tren naik $BMRI yang sudah berjalan dari tahun lalu?
Pembahasan selengkapnya bisa dibaca disini",1
"2024-09-14","BMRI : Lanjut naik lagi? | Elliott Wave Analysis",1
"2024-09-15","BMRI, BBRI, BBCA, BBTN, Mana Dulu yang Mesti Dipilih? https://investor.id/market/373534/bmri-bbri-bbca-bbtn-mana-dulu-yang-mesti-dipilih?utm_source=dlvr.it&utm_medium=twitter… #InvestorDaily #investasi #Saham",0
"2024-09-15","ini kl treasure beneran ke ultah bmri mantulita siih",0
"2024-09-16","View IHSG ASII BBCA BBTN ADES CLEO MYOR FILM RAAM
TOP FOREIGN BUY SELL SEPEKAN
HEAT MAP SAHAM 13 SEPT
VIP CTASAHAM 1-13 SEPT.

#fyp #saham #IDX #ctasaham #IHSG #ASII #BBCA #BBTN #BMRI #CPIN #JPFA #FILM #RAAM #TOPFOREIGNBUY #tradingsaham #vipctasaham #tradersaham #Analisateknikal",0
"2024-09-16","BBRI ini recoverynya cukup lambat dibanding BMRI setelah turun di Mei-Juni kemarin",-1
"2024-09-16","oalah bmri bmri ",0
"2024-09-17","Bank Mandiri (BMRI) Kembali Gelar Wirausaha Muda Mandiri https://investor.id/finance/373727/bank-mandiri-bmri-kembali-gelar-wirausaha-muda-mandiri?utm_source=dlvr.it&utm_medium=twitter… #InvestorDaily #investasi #Saham",0
"2024-09-17","BMRI ATH. Menggoda sekali untuk tp tapii profit buat konsumtif tuh gw yg jadinya rugi",1
"2024-09-17","IHSG Menguat Didukung Saham BMRI dan GOTO",0
"2024-09-17","$IHSG ATH 
$BMRI ATH 
$BBCA ATH 
$BBRI nangis di pojokan",0
"2024-09-17","Ketemu idol jalur bapak gue direksi bmri wkwkwk",0
"2024-09-17","aku kan mulai nabung saham minimal satu lot tiap bulan. bulan ini aku beli saham bmri, aku liat tadi kok tiba2 kejual sendiri. sbg orang yg awam, aku sedikit panik, eh ternyata pas aku beli kepencet 'take profit' otomatis. harga beli awal 7.075 per lembar hari ini jadi 7.425.",1
"2024-09-17","Trading Idea (17/09/2024)

 PNLF, ADRO, WIKA, PTPP, BSDE, AMRT

IHSG Technical View
IHSG ditutup naik 0.18% Jumat lalu, dan masih disertai dengan net buy asing ~745 Miliar. Saham yang paling banyak dibeli asing adalah BBRI, TLKM, BRIS, BMRI, dan BREN.",1
"2024-09-18","2 Emiten BUMN  mantap betul

Ikutan promo Corkcicle gratis dari Bluechip 
https://bit.ly/BluechipBagiCorkcicle…

#ASII #BBNI #ADRO #BMRI #CPIN #infosaham #sahampemula #pasarmodal #ciptadana #bluechip #ihsg",0
"2024-09-18","Perbankan – Suku bunga yang lebih rendah memungkinkan bank menurunkan suku bunga pinjaman, yang bisa meningkatkan kredit dan pinjaman. Contoh saham: BBCA, BMRI, BBRI.",1
"2024-09-18","Iya betul kayak gitu, misal pas suku bunga naik kemarin2, bank2 kan harganya pada turun. Aku masuk banyak di BBCA sm BMRI dibanding BBRI karena risiko lebih kecil",1
"2024-09-18","Gelorakan Semangat Berbisnis, Bank Mandiri (BMRI) Gelar Wirausaha Muda Mandiri (WMM) 2024",0
"2024-09-18","Saham! BBRI ASII BMRI 
Lagi mikir keras ‘apakah BBCA masih oke utk dibeli?’ ",0
"2024-09-18","Apakah saham BRIS se-OKE itu? mending kamu baca dua faktor penyebab kenapa sepanjang 2024 harga saham si BRIS naik tinggi di sini: https://mikirduit.com/2-faktor-ini-bikin-saham-bris-terus-melaju-begini-peluangnya/…

$BBRI $BBNI $BMRI",1
"2024-09-19","Gimana tanggapan Growinners? Coba komen di bawah ya 

#KembanginDiGrowin #MandiriSekuritas #BankMandiri #BMRI #InvestasiSaham #PasarModal",0
"2024-09-19","BBCA, BBRI, BMRI, BBNI, Being infinite ",0
"2024-09-19","- suna tha mns psnd shkhs hr bmri ki dawa hti h ",0
"2024-09-19","Eka Fitria, Direktur PT Bank Mandiri (Persero) Tbk (BMRI), membeli 25.000 saham BMRI dengan harga Rp5.775 per saham pada 14 Juni 2024.

Setelah transaksi tersebut, Eka Fitria memiliki 1.197.500 (0,001%) saham BMRI.

#BEI #IDX #Saham",0
"2024-09-19","Ada 1 Juta Serangan Siber Mencoba Bobol Data Bank Mandiri (BMRI)",0
"2024-09-19","Simak obrolan insightful menarik dari Group Head Investor Relations Bank Mandiri, Bapak Laurensius Teiseran bersama Executive VP Mandiri Sekuritas, Adrian Maulana 

Dalam episode terbaru Growin' Talk bersama emiten BMRI hanya di YouTube Mandiri Sekuritas! ",0
"2024-09-19","Kasih mama 5 juta. Sisa 20 buat ke BMRI/ADARO",0
"2024-09-19","BMRI meledaaaaaaaak duaaar, yowloh profit 43% big thaks fed, sungkem dulu",1
"2024-09-19","bmri bakal tembus ath nih keknya",0
"2024-09-20","Kalau duit segitu mending masuk big bank langsung  kayak BMRI BBRI atau BCA. Dapet dividen yang lumayan.",1
"2024-09-20","Bank Mandiri (BMRI) Sambut Positif BI Rate Turun, Begini Harapannya",1
"2024-09-21","Rekomendasi Saham BBRI, BBNI, BBCA & BMRI usai BI Pangkas Suku Bunga https://market.bisnis.com/read/20240921/189/1801276/rekomendasi-saham-bbri-bbni-bbca-bmri-usai-bi-pangkas-suku-bungautm_source=Twitter&utm_medium=Referral&utm_campaign=Mobile_Share… . '",0
"2024-09-21","Rekomendasi Saham BBRI, BBNI, BBCA & BMRI usai BI Pangkas Suku Bunga",0
"2024-09-21","Saham blue chip kalo aku
Bbca
Bbri
Bmri
Ptba
Sido",0
"2024-09-23","Sp 24/9 : 1. Bbyb pnin bmri tins. 2. Ctra. 3. Asri apln.",0
"2024-09-23","Tapi, saham $BMRI dan $BBCA sudah naik tinggi. Jadi, apa yang masih murah?",1
"2024-09-23","Saham2 perusahaan besar dan stabil seperti bbca bbri bmri yang punya eps growth stabil biasanya harganya bergerak di rentang minimal maximal pbv nya
Bbca misalnya punya pbv min sekitar 3 dan max sekitar 6. Tapi harga nya terus bikin ath karena bv terus naik  walau pbv tetap 3-6",1
"2024-09-24","Ada satu bank yang muncul di kedua kategori nih, jagoan kamu yang mana nih? 

#BJTM #BJBR #BNGA #BTPS #NISP #BBNI #BMRI #BBRI #BBCA #BDMN #dividend #infosaham #dividendyield #sahampemula #pasarmodal #ciptadana #bluechip",1
"2024-09-24","beri aku uang & aku mau beli bmri",0
"2024-09-24","tadi jual saham Bmri di 7450, lumayan laba 11%",0
"2024-09-24","Bank Mandiri (BMRI) Raih Pengakuan dari Newsweek USA, Tingkatkan Reputasi Secara Global",1
"2024-09-24","Pagi. Semalam indeks bursa AS naik tipis. Dpw +0,15%, SP +0,28%, dan Nasdaq +0,14%. Kemarin IHSG rebound 0,4% ke 7775 dipimpin saham TPIA, BBRI, BMRI, dan BBCA. Rupiah berada di 15191/Dollar AS (kurs BI).",1
"2024-09-24","[Trading Idea 24 Sept 2024] :

BFIN, WIIM, ADRO, ADMR, AMMN, dan CPIN

IHSG ditutup naik 0.42% kemarin, disertai dengan net buy asing ~1.01 Tr. Saham yang paling banyak dibeli asing adalah BBRI, BMRI, TPIA, BRIS, dan BBNI.",1
"2024-09-25","tinggal di desa 
Rumah sederhana 
Innova zenix 1
Istri bawa reborn stutu
Jemput anak 
Rooftop ada
Sawit nya 40 ha
BMRI 10.000 LOT 
PTBA 10.000 LoT 
ELSA 100.000 LOt 
Itu adalah impian sayaaaa",0
"2024-09-25","thx bmri skrg kasih gw tiket buat ketemu pacar2 gw",0
"2024-09-25","Kamu bisa baca ulasannya di sini: https://mikirduit.com/ada-stimulus-ekonomi-ini-5-saham-china-di-pasar-saham-as-yang-masih-diskon/…

random tag:
$BBRI $BMRI $BBCA $BBNI",0
"2024-09-25","IHSG Ditutup Melemah: BBRI, BMRI, hingga BREN Ambles ke Zona Merah",0
"2024-09-25","Longterm mh kpn aj ambil gpp bro klo sklas bmri",0
"2024-09-25","$bmri serok skrg atau bakal turun lagi?for long term shm!",-1
"2024-09-25","Ada apa dengan saham bank BUMN?

$BMRI $BBRI $BBNI $BBTN",0
"2024-09-25","meanwhile today is not a good day for Finance sector.

$BBRI $BMRI dan $BBNI terkapar;
bahkan $BBCA pun ikutan merah meski ""masih koreksi dikit""",-1
"2024-09-26","I hate labubu as well, tapi dengan logika itu, semua bank bumn (bmri, bbca, bbri dll), goto, astra, indofood, and much more itu juga support israel. Im pro palestine, tapi menggunakan bds and ngelakuin unresearched targeting is bad no?",0
"2024-09-26","BI Rate 6%, Bank Mandiri (BMRI) Ungkap Dampaknya ke Segmen Wholesale",0
"2024-09-26","Saat saham big bank seperti $BBRI dan $BMRI lagi turun, saham-saham yang lagi aksi korporasi seperti $PYFA dan $DGNS mulai naik.",1
"2024-09-26","IHSG Memantul ke Jalur Hijau, Cermati Saham BBRI, BMRI dan TLKM",0
"2024-09-26","IHSG Dibuka Melemah, Saham Bank Big Caps BBRI, BBCA, BMRI Terjun ke Zona Merah",0
"2024-09-26","IHSG Hari Ini Berpeluang Lanjutkan Pelemahan, Cermati BBRI, BMRI, hingga KLBF",0
"2024-09-26","Trading Idea 26 Sept 2024:

 PTBA, ASII, BRIS, CPIN, KLBF, dan BBTN

IHSG ditutup turun 0.48% kemarin, disertai dengan net sell asing ~1.99 Triliun. Saham yang paling banyak dijual asing adalah BBRI, BMRI, BREN, BBCA dan AMMN.

Support IHSG: 7680-7700 
Resist IHSG: 7800-7850",-1
"2024-09-26","DOW-293(-0.7%);S&P-10(-0.19%);NASDAQ+9(+0.06%).
IHSG 7.740 -37(-0.48%).
Hari ini rilis PDB US QoQ dimana Q1 naik sebesar 1.4%,diprediksi ke 3% QoQ.Klaim awal pengangguran diprediksi naik ke 230 ribu dari 219 ribu.
Rabu,saham perbankan jadi pemberat BBRI-3.6%;BMRI-3.0%;BBNI-3.4%.",1
"2024-09-27","BBRI, BBCA, BMRI
tinggal tidur aja",0
"2024-09-27","IHSG Ditutup Melemah di Zona Merah: Saham BMRI, BBCA, hingga ASII Anjlok",0
"2024-09-27","Bank Mandiri (BMRI) Sudah Salurkan KPR FLPP Sebanyak 3.534 Unit per Agustus 2024",0
"2024-09-27","Bbri/bmri oke tuh",0
"2024-09-27","Saham LQ45 27 September 2024 Loyo ke 960,88 di Pembukaan: Pembukaan Pembukaan LQ45 Hari Ini 27 September 2024 Turun 9,67 ke 960,88 Poin, MDKA dan MBMA terbang, BBNI dan BMRI tiarap. Jumat, 27 September 2024, pukul 09.05 WIB 

JAKARTA - Indeks… http://dlvr.it/TDkNrg #TrenAsia",1
"2024-09-27","BBNI BMRI BBCA",0
"2024-09-27","Net Sell Asing 26/09/24
1. BBRI Rp 2,82 triliun
2. BMRI Rp 157,57 miliar
3. BBCA Rp 49,94 miliar
4. UNTR Rp 41,76 miliar
5. KPIG Rp 34,13 miliar
6. BRIS Rp 23,85 miliar
7.  MEDC Rp 22,24 miliar
8. AMRT Rp 17,53 miliar
9. BBNI Rp 16,02 miliar
10. PGAS Rp 11,25 miliar
Source:Kontan",-1
"2024-09-27","Bbca bbri bmri tlkm nder",0
"2024-09-27","IHSG Melemah Pada Perdagangan Jumat (27/9) Pagi, BMRI, BBNI, BBCA Top Losers LQ45 http://investasi.kontan.co.id/news/ihsg-melemah-pada-perdagangan-jumat-279-pagi-bmri-bbni-bbca-top-losers-lq45… #IHSG",-1
"2024-09-27","Kenapa sekelas Elnusa Petrofin (ELSA) bisa solid? Jaman di BMRI kenapa ada gap - gap padahal 1 divisi? Sekamfung itukah kerja diperbankan? (Branch, unit & jamanku loh).",0
"2024-09-27","IHSG Rawan Koreksi, tapi CMRY hingga BMRI Bakal Kasih Cuan https://investor.id/market/374771/ihsg-rawankoreksi-tapi-cmry-hingga-bmri-bakal-kasih-cuan?utm_source=dlvr.it&utm_medium=twitter… #InvestorDaily #investasi #Saham",1
"2024-09-27","IHSG Lanjutkan Koreksi, tapi CMRY hingga BMRI Bakal Kasih Cuan https://investor.id/market/374771/ihsg-lanjutkan-koreksi-tapi-cmry-hingga-bmri-bakal-kasih-cuan?utm_source=dlvr.it&utm_medium=twitter… #InvestorDaily #investasi #Saham",1
"2024-09-28","Simpel. Ada Big Bank yang Syariah, pilih $BRIS.

Proxy BMRI versi Syariah.

Jadi ingat nasihat bapak sepuh SG.",0
"2024-09-28","ngga ngga lu doang, klo lu doang yg punya bmri ngga segini harganya",0
"2024-09-28","ini 152 ribu pemegang saham $BMRI umbi2 an kah?",0
"2024-09-28","shm! Apa cuman gue yg punya saham BMRI?",0
"2024-09-28","Hari senin kemaren saham perbankan(bmri,bbca,bbri) naik lumayan tinggi sampai hari Jum'at kemaren semuanya mulai turun lagi, apakah ada hubungannya?

Padahal mau jual saham ",1
"2024-09-29","Sebelah sty dirut bmri gasih.......",0
"2024-09-29","Transaksi Kartu Kredit Mandiri (BMRI) Capai Rp41,3 Triliun, Naik 29 Persen per Agustus 2024",1
"2024-09-30","Dana asing pindah ke China 

#netforeignflow #infosaham #sahampemula #IHSG #pasarmodal #ADRO #ASII #TLKM #BRIS #PTBA #BBRI #BREN #BMRI #FREN #BBCA #ciptadana #bluechip",-1
"2024-09-30","WAKE ME UP WHEN SEPTEMBER ENDS untuk tahun ke-3 berturut-turut sejak 2022. 

#ctasaham
#saham
#IDX
#BEI
#September
#IHSG
#Rupiah
#BBCA
#BBRI
#BREN
#BMRI
#Wallstreet
#TheFed
#BankIndonesia
#Stimuluschina
#Astrocyclectasaham 
#algoritmatradingctasaham 
#Tradingsaham
#vvipctasaham",0
"2024-09-30","ini kamu beli sahamnya atas dasar apa? kalo belum familiar sm market aku saranin beli big 4 bank BBCA BBRI BMRI BBNI dulu biar ngerasain ikut trend pasar. dan klo modal dikit gausah terlalu byk diversifikasi 3-5 aja cukup",1
"2024-09-30","km di BMRI cabang mana? bisa jadi krn cabang km yg performancenya jg jelek, jadinya di push lebih untuk target. aku BMRI juga btww",-1
"2024-09-30","Bank Mandiri (BMRI) Lapor Cetak Laba Rp 33,5 Triliun https://investor.id/market/375107/bank-mandiri-bmri-lapor-cetak-laba-rp-335-triliun?utm_source=dlvr.it&utm_medium=twitter… #InvestorDaily #investasi #Saham",0
"2024-09-30","Bali Towerindo (BALI) Raih Kredit Ratusan Miliar dari BMRI",0
"2024-09-30","Bank Mandiri (BMRI) Suntik Rp 19,24 Triliun untuk Optimalisasi PLTU Muara Enim http://dlvr.it/TDqcc2",1
"2024-09-30","Entitas Bukit Asam (PTBA) Dapat Kucuran Kredit dari Bank Mandiri (BMRI) Rp 19 Triliun https://investor.id/market/375064/entitas-bukit-asam-ptba-dapat-kucuran-kredit-dari-bank-mandiri-bmri-rp-19-triliun?utm_source=dlvr.it&utm_medium=twitter… #InvestorDaily #investasi #Saham",0
"2024-09-30","Anak Usaha PTBA Dapat Fasilitas Kredit US$ 1,27 Miliar dari BMRI",0
"2024-09-30","Pagi ini ke BMRI, ngurus atm bini yg ketelen. Trs ngelihat org2 dikonter cso & teller.... Gk kerasa senyam senyum  semangat.",0
"2024-09-30","bmri goceng lagi pls",0
"2024-09-30","Bos Mandiri (BMRI) Bocorkan Besaran Dividen 2024",1
"2024-09-30","Bos Bank Mandiri (BMRI) Buka Suara Soal MIP Batu Bara",1
"2024-09-30","PT Bank Mandiri (Persero) Tbk (BMRI) mengatakan, pembagian dividen tidak akan terlalu banyak berubah dibandingkan tahun lalu.",1
"2024-09-30","IHSG Anjlok 1,35%, Terbebani BBRI hingga BMRI",0
"2024-09-30","Finance masih berdarah...
$BMRI dan $BBNI udah merah gini, 
ga pake lama lah ini $BBRI under 5k",1
"2024-09-30","[Trading Idea 30 Sept 24] :

 MEDC, PGAS, PTRO, INCO, BBNI, dan FILM

IHSG ditutup turun 0.61% jumat lalu disertai dengan net sell asing 1.16 Tr. Saham yang paling banyak dijual asing adalah BMRI, BBRI, BBCA, AMMN, dan BREN.

Support IHSG: 7630-7660
Resist IHSG: 7750-7800",-1
"2024-10-01","@almahard_
 Hai Sahabat 
@almahard_
, mohon maaf atas ketidaknyamanannya. Kami informasikan apabila yg dimaksud adalah tiket Mandiri Karnaval maka hanya untuk internal Bank Mandiri sebagai apresiasi kepada pegawai dalam rangka HUT BMRI dan tidak diperkenankan untuk diperjualbelikan",0
"2024-10-01","BMRI Bukukan Laba Rp 33,6 Triliun hingga Agustus 2024, Ini Kata Analis http://dlvr.it/TDsGfN",0
"2024-10-01","sedih bgt reksadana saham tp minus. Mana sabar lagi. Gue saranin, ikhlasin tuh 10jt, langsung taro 39jt lo di bbca bbri bmri bbni terserah 4 4 nya atau 1 aja. Terus tiap bulan taro disono.",1
"2024-10-01","Coba deh pegang 1 - 3 tahun rd saham grow Sri kehati kelas O , bandingkan dngn lu beli saham BBCA/bmri dngn jangka waktu yang sama . Pasti yng menang BBCA/bmri .",0
"2024-10-01","Entitas Bukit Asam (PTBA) Dapat Kucuran Kredit dari Bank Mandiri (BMRI) Rp 19 Triliun",0
"2024-10-02","Bos Bank Mandiri Serok Saham BMRI, Rogoh Kocek Segini - Saham http://Liputan6.com",0
